TOI,,TESS Disposition,TFOPWG Disposition,t0,t0_err,period,p_err,radius,r_err,st_mass,ecc,e_err,mass,m_err,inc,i_err,multi,Comments
1346,2,PC,PC,2458684.536,0.000517166,1.762270131,6.89E-06,2.041950585,2.5220401,0.819,0,0,,,89,0.2,1,Candidate interior to TOI 1346.01 (5.5d). check for TTVs. Contaminating bright star 1 pixel away.
1347,1,PC,PC,2458683.558,0.000449606,0.84742795,4.77E-06,1.804249318,1.613624,0.945,0,0,,,89,0.2,1,potential multi
1347,2,PC,PC,2458688.187,0.001996884,4.841983526,3.88E-05,1.693542466,1.3075073,0.945,0,0,,,89,0.2,1,potential L1 candidate in multi-planet system; low SNR
1348,1,PC,FP,2458684.502,0.00575,2.14056,0.00023,1.83828,0.167472,0.706,0,0,,,89,0.2,0,Low SNR; potential level 1 candidate; TFOP FP
1349,1,PC,APC,2458693.574,0.00871,12.71672,0.00223,2.7546,0.37246,1.028,0,0,,,89,0.2,0,Low SNR; potential level 1 candidate; TFOP APC previously retired as SB2
1350,1,PC,PC,2459441.321,0.0125129,5.5403239,0.0001335,13.5507,0.982765,1.291,0,0,,,89,0.2,0,star is a pulsator
1351,1,PC,APC,2459705.86,0.0003877,5.9294071,0.0000023,,,,0,0,,,89,0.2,0,variable star; unknown stellar radius; likely too large to be PC and secondary likely too large for PC
1352,1,PC,APC,2458740.626,0.00133,5.29625,0.00054,14.6325,2.04104,,0,0,,,89,0.2,0,
1353,1,PC,PC,2458742.083,0.00655,4.43126,0.00207,8.75108,1.46,2.48,0,0,,,89,0.2,0,likely variability; low snr
1355,1,PC,PC,2458740.237,0.00023,2.17026,0.00001,15.6224,0.58248,2.336,0,0,,,89,0.2,0,
1356,1,PC,PC,2458733.502,0.00272,24.28546,0.00102,,,,0,0,,,89,0.2,0,likely EB; need stellar radius estimate; period is 2x12 days
1357,1,PC,FP,2458715.17,0.0043,0.33759,0.00005,2.62231,0.167743,1.683,0,0,,,89,0.2,0,Very likely EB
1359,1,PC,FP,2458717.601,0.00308,2.51584,0.00024,12.5851,3.39677,1.08,0,0,,,89,0.2,0,
1360,1,PC,FP,2458739.28,0.0077,0.70902,0.00036,5.18865,0.325913,2.27,0,0,,,89,0.2,0,Raw light curve aperture 2 and 3 look like they have different depths. Possible depth/aperture correlation and EB.
1361,1,PC,PC,2458715.832,0.00116,2.23788,0.00009,11.9527,0.498057,1.558,0,0,,,89,0.2,0,rapidly rotating star
1362,1,PC,PC,2458739.514,0.00395,1.91678,0.0003,18.6666,,,0,0,,,89,0.2,0,Variable star
1364,1,PC,PC,2459392.027,0.001535966,1.775246695,0.000166428,10.77766055,0.44986784,2.45,0,0,,,89,0.2,0,weak centroid offset. SG1 should check neighbor TIC 1883302922
1365,1,PC,FP,2458739.498,0.00101,1.8286,0.00015,22.8859,5.28396,1.484,0,0,,,89,0.2,0,V-shaped; depth-aperture correlation; TFOP FP
1366,1,PC,APC,2458745.788,0.00066,7.43062,0.00051,27.0219,5.38696,1.02,0,0,,,89,0.2,0,2x period
1367,1,PC,FP,2458739.373,0.0034,2.08839,0.00063,5.0203,0.584718,1.355,0,0,,,89,0.2,0,
1368,1,PC,FP,2458711.814,0.00474,1.25562,0.00024,2.95064,0.21712,1.02,0,0,,,89,0.2,0,Low SNR; some depth-aperture correlation
1369,1,PC,PC,2458741.686,0.00165,7.60475,0.00112,12.3018,0.626678,2.31,0,0,,,89,0.2,0,Possibly twice the period
1370,1,PC,FP,2458740.102,0.00109,5.26491,0.0002,11.2473,0.446768,2.189,0,0,,,89,0.2,0,Possible secondary; two stars in pixel; >3 sigma centroid offset
1371,1,PC,APC,2458716.373,0.00046,5.01036,0.00009,23.8353,2.96164,1.46,0,0,,,89,0.2,0,Possible secondary
1372,1,PC,FP,2458741.732,0.00251,6.16027,0.00088,11.4901,1.08409,1.034,0,0,,,89,0.2,0,Minor depth-aperture correlation
1375,1,PC,FP,2458715.253,0.01415,5.45727,0.00233,5.22169,0.412265,1.71,0,0,,,89,0.2,0,Minor depth-aperture correlation
1376,1,PC,PC,2458712.333,0.00312,1.73866,0.00018,4.89549,0.376783,1.117,0,0,,,89,0.2,0,
1377,1,PC,FP,2458712.053,0.00122,1.99143,0.00008,,,,0,0,,,89,0.2,0,no Rs; could be off target
1378,1,PC,APC,2458741.148,0.00121,5.77804,0.00028,29.0823,4.88751,2.02,0,0,,,89,0.2,0,2 stars in pixel
1379,1,PC,APC,2458739.414,0.00196,0,0,30.6957,9.6565,1.333,0,0,,,89,0.2,0,Single transit
1381,1,PC,PC,2458715.318,0.00713,6.56034,0.00137,10.6631,0.627634,2.55,0,0,,,89,0.2,0,2 stars in pixel
1382,1,PC,FA,2458738.896,0.00188,0.44482,0.00005,10.8884,0.742264,1.607,0,0,,,89,0.2,0,
1383,1,PC,FP,2458739.626,0.00161,1.53709,0.00018,6.70661,0.304262,1.215,0,0,,,89,0.2,0,likely off target; centroid offset; needs follow-up photometry
1384,1,PC,FP,2458739.015,0.00606,0.71255,0.00025,4.95885,0.458601,1.034,0,0,,,89,0.2,0,likely variability; needs follow-up photometry; TFOP FP
1385,1,PC,FP,2458739.967,0.00077,4.52318,0.00024,,,,0,0,,,89,0.2,0,TFOP FP
1386,1,PC,PC,2458752.311,0.00193,0,0,6.551,0.370296,1.033,0,0,,,89,0.2,0,single transit
1387,1,PC,FP,2458739.522,0.0029,0.78381,0.00015,3.89595,0.236466,1.921,0,0,,,89,0.2,0,
1389,1,PC,PC,2458711.762,0.00374,3.06317,0.00037,,,,0,0,,,89,0.2,0,Need stellar radius
1390,1,PC,FP,2458716.354,0.00331,2.63725,0.00033,8.74081,0.485284,1.73,0,0,,,89,0.2,0,Minor depth-aperture correlation
1391,1,PC,FP,2458740.107,0.005,2.72687,0.0005,2.54653,0.202683,0.899,0,0,,,89,0.2,0,Potential level 1 candidate
1392,1,PC,FP,2458712.767,0.00452,2.86876,0.00042,8.48351,0.518841,2.06,0,0,,,89,0.2,0,
1393,1,PC,PC,2458738.747,0.00133,0.55909,0.00003,,,1.338,0,0,,,89,0.2,0,Rs 1.2 from Gaia
1394,1,PC,PC,2458741.202,0.00919,2.95635,0.00095,6.41904,2.09444,1.234,0,0,,,89,0.2,0,Potential level 1 candidate
1395,1,PC,PC,2458712.358,0.00523,0.98736,0.00017,3.41784,0.282621,1.237,0,0,,,89,0.2,0,possible NEB
1396,1,PC,FP,2458741.729,0.00222,3.99307,0.00063,6.35126,0.329438,0.752,0,0,,,89,0.2,0,TFOP FP
1397,1,PC,FP,2458739.384,0.00103,8.67911,0.00077,13.0786,2.42173,1.263,0,0,,,89,0.2,0,
1398,1,PC,APC,2458742.591,0.00397,6.55236,0.00189,,,2.45,0,0,,,89,0.2,0,TFOP FP
1399,1,PC,PC,2458738.984,0.00349,1.38155,0.00015,5.02044,0.402069,1.323,0,0,,,89,0.2,0,
1400,1,PC,FP,2458689.026,0.00479,5.48923,0.00073,11.8401,4.4113,1.11,0,0,,,89,0.2,0,
1402,1,PC,FP,2458684.097,0.00151,0.43889,0.00001,6.69456,0.458256,1.58,0,0,,,89,0.2,0,Likely EB
1403,1,PC,PC,2458740.905,0.00869,2.33535,0.00153,25.3417,8.15865,1.759,0,0,,,89,0.2,0,
1404,1,PC,PC,2459606.342,0.0062195,6.8673419,0.0000651,2.36194,0.159482,1.174,0,0,,,89,0.2,1,potential multi; variable host
1404,2,PC,PC,2459591.026,0.0035652,14.4320129,0.0000851,3.78766,0.211112,1.174,0,0,,,89,0.2,1,potential multi
1406,1,PC,CP,2459218.231,0.001159,10.5739824,0.0000224,9.43898,0.456139,1.34,0,0,,,89,0.2,0,Confirmed brown dwarf; paper led by Theron Carmichael
1408,1,PC,PC,2458740.861,0.000354305,4.424575436,1.02E-05,11.64936954,3.8710248,1.375,0,0,,,89,0.2,0,TOI 1408 under investigation the observing notes read
1409,1,PC,APC,2458740.047,0.00101,4.718228,0.00038,6.001555,0.059837043,,0,0,,,89,0.2,0,TOI 1409 TFOP FP; Retired as SB2;
1410,1,PC,PC,2458739.73,0.00148,1.216835,0.00016,2.943638,0.218525,0.71,0,0,,,89,0.2,0,potential L1
1412,1,PC,APC,2459666.757,0.001253182,4.731778743,0.000358352,5.01899284,0.63362217,0.66,0,0,,,89,0.2,0,
1413,1,PC,PC,2458741.09,0.001289574,6.116688344,0.000727976,3.718569281,8.670165,0.945,0,0,,,89,0.2,0,Check nearby stars; Potential L1 candidate
1414,1,PC,APC,2458739.332,0.000736655,3.019629655,0.000176625,18.76422982,0.8587415,1.59,0,0,,,89,0.2,0,Possible EB and very active star
1415,1,PC,PC,2458933.178,0.00155338,14.41935833,0.002257363,4.783582502,0.48797905,1.276,0,0,,,89,0.2,0,variable star
1416,1,PC,PC,2459665.874,0.002935808,1.069492825,0.000190728,1.57323349,2.3165047,0.81,0,0,,,89,0.2,0,potential L1 candidate; two stars in pixel
1417,1,PC,CP,2458739.287,0.000393978,3.072641101,9.90E-05,19.72773783,0.98877007,1.599,0,0,,,89,0.2,0,Likely EB
1418,1,PC,FA,2458683.682,0.002569218,0.67632351,3.31E-05,1.519778005,0.2436453,2.106,0,0,,,89,0.2,0,
1420,1,PC,PC,2458745.306,0.000391923,6.956113367,1.53E-05,12.09082297,0.69774693,0.935,0,0,,,89,0.2,0,TOI 1420
1421,1,PC,APC,2458739.766,0.000434175,2.887828807,9.05E-05,23.1209867,0.19927011,,0,0,,,89,0.2,0,Likely EB; Check neighbor; TFOP FP
1422,1,PC,CP,2458745.921,0.00597,12.99844,0.00334,3.08969,0.20648,1.076,0,0,,,89,0.2,0,Potential L1 candidate
1423,1,PC,PC,2458740.962,0.003490125,2.755653181,0.000840444,6.414551936,7.742217,0.827,0,0,,,89,0.2,0,some odd-even
1424,1,PC,PC,2458740.531,0.005485813,4.897647132,0.002144413,4.012560923,3.342689,0.71,0,0,,,89,0.2,0,Check nearby stars; potential L1 candidate
1425,1,PC,APC,2458739.132,9.37E-05,1.031833571,9.07E-07,18.63788304,2.1863997,1.105,0,0,,,89,0.2,0,Stellar modulation is synchronized with transit signal. Could be EB at 2xP
1426,1,PC,FP,2458739.001,0.00029,0.78999,0.00002,1.99,0.37,1.04,0,0,,,89,0.2,0,v-shaped
1427,1,PC,FP,2458747.01,0.0003,12.80758,0.00023,11.4222,0.505247,,0,0,,,89,0.2,0,could be a multi-planet system or an EB
1428,1,PC,FP,2458691.561,0.00632,11.35626,0.00118,12.9372,1.89571,1.24,0,0,,,89,0.2,0,Retired as TFOP NEB
1429,1,PC,FP,2458711.558,0.002353542,0.641255763,0.000109217,4.841201962,7.962996,1.058,0,0,,,89,0.2,0,KOI-272; Kepler PC
1430,1,PC,PC,2459434.189,0.0023731,7.4341381,0.0000434,1.69199,0.120991,0.85,0,0,,,89,0.2,0,some depth aperture correlation
1431,1,PC,CP,2458712.675,0.00031,2.65044,0.00002,16.58602,0.89104,1.758,0,0,,,89,0.2,0,
1432,1,PC,PC,2458715.304,0.00744,6.11219,0.00173,2.17923,0.177318,0.99,0,0,,,89,0.2,0,TOI 1432 TFOP work in progress
1433,1,PC,APC,2458695.011,0.00032508,12.43797152,8.24E-06,24.64782973,46.010494,0.474868,0,0,,,89,0.2,0,TFOPWG SB2/APC; v-shaped; crowded field; too large
1434,1,PC,PC,2458703.403,0.002017885,29.90266301,0.002497352,2.029456295,0.93802106,0.94,0,0,,,89,0.2,0,critical L1 candidate; TFOP under investigation; 2 of 3 transits in spoc s14-23 are on momentum dumps
1435,1,PC,PC,2458683.426,0.001723442,0.68581684,1.44E-05,1.036849597,1.7511779,0.87,0,0,,,89,0.2,0,Possibly stellar variability; check neighboring TIC 153976961 (Tmag~15.8) and TIC 1001507593 (Tmag~19.7)
1436,1,PC,PC,2458711.902,0.002036014,0.867491626,6.47E-05,1.717835631,1.8863349,0.832,0,0,,,89,0.2,0,L1 critical candidate
1437,1,PC,PC,2459680.461,0.0047155,18.8409908,0.0001638,1.85263,0.107968,1.144,0,0,,,89,0.2,0,potential L1 candidate; variable host
1438,1,PC,PC,2459634.465,0.0016249,5.1396618,0.0000136,5.36647,2.04491,0.9,0,0,,,89,0.2,1,potential multi
1438,2,PC,PC,2459632.729,0.0030471,9.4281569,0.0000452,2.45058,0.195753,0.9,0,0,,,89,0.2,1,possible multi
1439,1,PC,PC,2459422.22,0.0097305,27.644092,0.0004765,3.46462,0.219932,1.063,0,0,,,89,0.2,0,2 stars in pixel; potential L1 candidate
1440,1,PC,PC,2459708.125,0.0068503,15.5175586,0.0002025,2.37253,0.171223,,0,0,,,89,0.2,1,Three bright stars within TESS pixel; potential multi and L1 candidate
1440,2,PC,PC,2458684.301,0.003737342,4.627287436,9.69E-05,1.726832984,1.6334149,,0,0,,,89,0.2,1,Actual Rp is larger than reported Rp because star is late F star and reported Rp assumes 1 Rsun
1441,1,PC,PC,2459402.396,0.0177853,22.09268509,0.000418357,3.423787433,0.24751267,1.067,0,0,,,89,0.2,0,
1442,1,PC,CP,2458683.451,0.000226551,0.409073682,3.47E-06,1.235413903,0.5594011,0.286682,0,0,,,89,0.2,0,ultrashort period candidate
1443,1,PC,PC,2459634.876,0.0049395,23.5408458,0.0001688,2.87749,0.320068,0.89,0,0,,,89,0.2,0,faint star 0.5 arcsec away
1444,1,PC,CP,2458711.37,0.000762389,0.470253864,6.49E-06,1.329706932,1.1497067,0.956,0,0,,,89,0.2,0,level-one candidate; TOI 1444 under investigation
1445,1,PC,PC,2459433.376,0.0039594,9.8131131,0.0000757,2.7768,0.150839,1.208,0,0,,,89,0.2,1,Some transits affected by scattered light and momentum dumps
1445,2,PC,PC,2458683.526,0.001428096,4.784146677,2.77E-05,2.439028347,0.5920081,1.208,0,0,,,89,0.2,1,potential multi; close to 2:1 resonance
1446,1,PC,PC,2458689.367,0.002121641,6.317017129,4.29E-05,2.289334,1.7002629,0.878,0,0,,,89,0.2,0,
1447,1,PC,PC,2459634.885,0.0134696,1.2280848,0.0000333,2.74203,,,0,0,,,89,0.2,0,Possibly stellar variability; possible phase modulations (~10s of ppm)
1448,1,PC,PC,2458713.334,0.005487849,8.113675251,0.001414209,3.790707512,0.42986625,0.370553,0,0,,,89,0.2,0,There is scattered light which may have caused the centroid shift.
1449,1,PC,PC,2458688.304,0.004503683,24.71039048,0.006523501,4.756218402,15.497825,0.591652,0,0,,,89,0.2,1,
1449,2,PC,PC,2458683.585,0.001394282,2.36918218,1.45E-05,1.688548407,1.336484,0.591652,0,0,,,89,0.2,1,potential multi
1450,1,PC,PC,2458685.343,0.000570556,2.04391822,6.77E-06,1.218118769,0.12494826,0.471371,0,0,,,89,0.2,0,potential L1 candidate; check nearby TIC 1717871768 (Tmag = 13.41)
1451,1,PC,PC,2459620.434,0.0034058,16.5379353,0.0000978,2.47266,0.164395,1.04,0,0,,,89,0.2,0,potential L1 planet
1452,1,PC,PC,2458691.535,0.001193433,11.06196277,4.57E-05,1.596883549,0.42065224,0.24878,0,0,,,89,0.2,0,Level 1 candidate; V-shaped; similarly bright star in pixel
1453,1,PC,PC,2459711.636,0.0016374,6.5886681,0.0000154,2.19824,0.161694,0.81,0,0,,,89,0.2,1,possible multi
1453,2,PC,PC,2459418.787,0.0057192,4.313497602,2.98E-05,1.173896207,0.9496247,0.81,0,0,,,89,0.2,1,potential multi
1454,1,PC,PC,2459446.428,0.0004883,2.679411,0.0000021,13.999,0.679875,1.136,0,0,,,89,0.2,0,double alert; TFOP confirmed this is source of transits in TOI 1310.01
1455,1,PC,APC,2458714.392,0.00024,3.62339,0.00003,18.9423,0.900189,1.378,0,0,,,89,0.2,0,Could be large object if on 387259617;  4.8 sigma odd/even; secondary eclipse consistent with a ultrahot Jupiter; large PC; likely EB; TFOP FP
1456,1,PC,CP,2459440.739,0.0004016,18.7121918,0.0000271,9.9352,0.440837,1.16,0,0,,,89,0.2,0,HD 332231 b
1457,1,PC,APC,2458766.359,0.0013,6.375556,0.0007,,,,0,0,,,89,0.2,0,No information on the star; V-shaped
1459,1,PC,PC,2458765.546,0.004576259,9.155934024,0.003159365,2.494909228,2.5167987,0.889,0,0,,,89,0.2,0,
1460,1,PC,APC,2458765.265,0.000837387,6.842650607,0.000475546,17.10401884,7.614216,,0,0,,,89,0.2,0,There is a positive flare-like feature following the transit events
1461,1,PC,APC,2458767.317,0.000472315,3.568677658,0.000149791,20.25037509,1.2539213,1.12,0,0,,,89,0.2,0,
1464,1,PC,PC,2458693.464,0.002311727,11.312535,8.25E-05,2.977077138,0.23844115,0.909,0,0,,,89,0.2,0,half of the sectors have significant centroid offset in s14-s41 multisector
1466,1,PC,PC,2458766.253,0.001271803,1.871892038,2.21E-05,2.36637028,1.9681431,0.66,0,0,,,89,0.2,0,potential L1 candidate
1467,1,PC,PC,2458766.984,0.002811904,5.973383863,0.001412879,1.827003126,2.4079738,0.488826,0,0,,,89,0.2,0,
1468,1,PC,PC,2459450.356,0.001479524,15.53243849,3.26E-05,2.013575985,0.55100846,0.356472,0,0,,,89,0.2,1,possible multi
1468,2,PC,PC,2459448.308,0.001520329,1.880531017,6.80E-06,1.454862923,0.17426977,0.356472,0,0,,,89,0.2,1,potential multi
1470,1,PC,PC,2458766.469,0.001024461,2.527082725,2.57E-05,2.165497531,1.4887186,0.488207,0,0,,,89,0.2,0,crowded field; level 1 candidate
1471,1,PC,PC,2459473.702,0.0009557,20.7729752,0.0000796,3.91842,0.190647,1,0,0,,,89,0.2,1,potential multi
1471,2,PC,PC,2458779.19,0.00173248,683.3281731,0.000422825,3.431679747,0.35929757,1,0,0,,,89,0.2,1,potential multi; previously a single now a duo with max period of ~683 days
1472,1,PC,PC,2458765.606,0.001838021,6.364102881,0.000995681,4.307598091,1.1267357,0.857,0,0,,,89,0.2,0,
1473,1,PC,PC,2458769.784,0.002719129,5.255294228,0.001298102,2.493359774,0.45644236,1.09,0,0,,,89,0.2,0,Level 1
1474,1,PC,FP,2458765.042,0.003387887,5.222621,0.001435537,3.721601549,0.3812006,0.249431,0,0,,,89,0.2,0,3-sigma centroid offset towards another star.
1475,1,PC,PC,2458767.618,0.001783079,8.495351326,0.001270129,5.29616992,5.2599535,2.565,0,0,,,89,0.2,0,Significant scattered light; only two transits; period could be doubled; second transit deeper than the first one; low priority
1478,1,PC,CP,2459249.262,0.0003537,10.1802065,0.000007,11.1607,0.576566,0.996,0,0,,,89,0.2,0,TFOP CP; TOI-1478 b
1479,1,PC,FP,2458685.032,0.00224,16.68356,0.00304,16.0937,1.07242,1.38,0,0,,,89,0.2,0,V-shaped. Highly likely EB. Rp>40Re
1480,1,PC,PC,2458742.14,0.00142,3.35404,0.00014,,,,0,0,,,89,0.2,0,Need stellar parameters; transiting object could be too large; highly variable star
1481,1,PC,PC,2458740.152,0.00396,4.37035,0.00054,35.3634,12.0772,2.06,0,0,,,89,0.2,0,possible EB
1482,1,PC,PC,2458741.286,0.0006,5.71204,0.00012,15.6047,0.653197,1.43,0,0,,,89,0.2,0,
1483,1,PC,FP,2458743.706,0.00323,5.00626,0.00063,5.92416,0.377216,1.15,0,0,,,89,0.2,0,Some centroid offset
1484,1,PC,FP,2458739.468,0.00281,1.16237,0.00022,8.9478,0.625932,1.186,0,0,,,89,0.2,0,
1485,1,PC,PC,2458686.172,0.00955,2.95607,0.00055,9.30465,,,0,0,,,89,0.2,0,Giant star
1486,1,PC,FP,2458683.602,0.00129,0.26665,0.00001,1.21358,0.109004,0.63,0,0,,,89,0.2,0,Potential level 1 candidate; 3 stars in pixel; TFOP FP
1487,1,PC,FA,2458684.887,0.01246,23.28798,0.00355,14.6492,,,0,0,,,89,0.2,0,Likely FP around evolved star
1488,1,PC,FA,2458683.92,0.00729,0.47225,0.00004,1.64337,0.111234,1.638,0,0,,,89,0.2,0,Potential level 1 candidate; very weak signal
1489,1,PC,PC,2458690.049,0.02254,6.98301,0.00234,13.6402,,,0,0,,,89,0.2,0,Possibly wrong period; some odd-even
1490,1,PC,PC,2458765.914,0.01417,3.9943,0.00339,11.9767,,,0,0,,,89,0.2,0,Variability in the star
1491,1,PC,PC,2458769.161,0.00329,4.49321,0.00119,6.23728,0.368209,1.071,0,0,,,89,0.2,0,signficiant odd-even; likely EB
1492,1,PC,FP,2458765.228,0.00379,0.86673,0.00021,3.54647,0.369081,1.119,0,0,,,89,0.2,0,
1493,1,PC,CP,2458764.856,0.0026,5.14124,0.00096,18.0411,1.10742,1.13,0,0,,,89,0.2,0,
1495,1,PC,FP,2458738.94,0.00292,2.62864,0.00024,,,,0,0,,,89,0.2,0,Gaia parameters suggest star is a giant; transiting object likely too large
1496,1,PC,FP,2458743.871,0.00189,10.82661,0.00064,11.5303,2.66157,0.86,0,0,,,89,0.2,0,Period is 21.65 days
1497,1,PC,FP,2458765.481,0.00557,0.8158,0.00035,3.69088,0.232336,2.245,0,0,,,89,0.2,0,Variable star; slight depth-aperture correlation
1498,1,PC,FP,2458715.88,0.00041,1.39787,0.00001,28.9755,3.68209,1.94,0,0,,,89,0.2,0,Some centroid offset; possibly NEB
1499,1,PC,FP,2458740.859,0.00625,4.95898,0.00107,,,,0,0,,,89,0.2,0,Likely giant; Rs < 10 Rsun will save it as a PC.
1500,1,PC,FP,2458765.583,0.00811,1.4166,0.00071,,,,0,0,,,89,0.2,0,Matched with 377420603; two stars in the same pixel; depth-aperture correlation; low priority; likely BEB
1501,1,PC,FP,2458739.604,0.00313,1.07672,0.00011,17.3316,5.31937,1.64,0,0,,,89,0.2,0,Crowded field
1502,1,PC,FP,2458740.816,0.0026,2.75347,0.00025,22.6417,6.84286,1.002,0,0,,,89,0.2,0,V-shaped and some odd-even
1503,1,PC,FP,2458739.141,0.01174,1.65445,0.00067,3.58082,0.276221,1.51,0,0,,,89,0.2,0,Potential level 1 candidate
1504,1,PC,FP,2458739.378,0.00347,1.24564,0.00017,3.69201,0.278543,1.187,0,0,,,89,0.2,0,Potential level 1 candidate
1505,1,PC,PC,2458740.695,0.009,3.42985,0.0012,4.55945,0.319926,1.254,0,0,,,89,0.2,0,Some odd-even
1506,1,PC,PC,2458742.687,0.00421,10.91188,0.00142,14.1108,0.813397,2.33,0,0,,,89,0.2,0,Likely Jupiter sized
1507,1,PC,FP,2458738.93,0.00115,0.46741,0.00002,7.77804,4.12785,2.014,0,0,,,89,0.2,0,high frequency variability in the star; TFOP FP
1508,1,PC,PC,2458739.705,0.00498,2.1568,0.0004,12.1828,0.834819,2.05,0,0,,,89,0.2,0,Crowded field
1509,1,PC,FP,2458765.041,0.00202,0.78877,0.00005,19.4628,5.52926,1.872,0,0,,,89,0.2,0,Likely EB; depth-aperture correlation; V-shaped
1511,1,PC,FP,2458765.153,0.00113,1.10264,0.00005,24.3905,6.03547,2.34,0,0,,,89,0.2,0,Some centroid offset; 2 stars in pixel
1512,1,PC,PC,2458765.793,0.00428,1.59748,0.00024,,,,0,0,,,89,0.2,0,No stellar info; could be evolved or a small star; if evolved then likely EB
1513,1,PC,FP,2458764.844,0.00698,1.76589,0.00087,4.06597,0.31643,1.2,0,0,,,89,0.2,0,Slight depth-aperture correlation
1515,1,PC,FP,2458764.914,0.00521,3.66328,0.0009,7.71234,,1.27,0,0,,,89,0.2,0,Possible depth-aperture correlation
1516,1,PC,CP,2458765.325,0.00019,2.05603,0.00001,16.4042,0.707635,1.324,0,0,,,89,0.2,0,TOI 1516; TFOP investigation ongoing
1517,1,PC,FP,2458766.042,0.00387,4.51083,0.0006,,,,0,0,,,89,0.2,0,Retired as TFOP NEB FP; no stellar parameters; could be twice the period
1518,1,PC,CP,2458766.121,0.00019,1.90261,0.00001,19.7606,1.57401,2.537,0,0,,,89,0.2,0,
1519,1,PC,FP,2458765.33,0.00082,1.09589,0.00003,10.0668,1.41692,,0,0,,,89,0.2,0,
1520,1,PC,PC,2458766.01,0.00829,6.15501,0.00268,3.89138,0.250333,1.169,0,0,,,89,0.2,0,Slight depth-aperture correlation
1521,1,PC,PC,2458768.089,0.00071,4.18106,0.00012,16.9776,0.813943,1.166,0,0,,,89,0.2,0,Match to 366074071
1523,1,PC,FP,2458738.95,0.00535,6.72694,0.00104,5.19273,0.351604,1.44,0,0,,,89,0.2,0,TFOP FP; possible timing variations
1524,1,PC,FP,2458719.567,0.01031,10.95478,0.00241,13.6947,,,0,0,,,89,0.2,0,Some odd-even
1525,1,PC,FP,2458715.193,0.00384,0.61724,0.00006,6.8685,0.494089,2.45,0,0,,,89,0.2,0,a/r = 1.3; outside star
1526,1,PC,FP,2458716.352,0.00384,1.53127,0.00011,5.51493,0.417825,1.235,0,0,,,89,0.2,0,Variable star; some depth-aperture correlation
1527,1,PC,PC,2458768.236,0.00291,5.06203,0.00128,15.2835,0.66155,1.79,0,0,,,89,0.2,0,
1528,1,PC,APC,2458772.167,0.00145,9.93856,0.00062,,,,0,0,,,89,0.2,0,No stellar information
1529,1,PC,FP,2458764.941,0.00115,0.8229,0.00003,,,2.77,0,0,,,89,0.2,0,Some odd-even
1530,1,PC,FP,2458764.794,0.0013,0.50261,0.00002,6.28067,,,0,0,,,89,0.2,0,Significant secondary; likely EB; Slight depth-aperture correlation; variable star
1531,1,PC,APC,2458765.072,0.00075,0.51731,0.00001,9.43702,0.63299,,0,0,,,89,0.2,0,check neighbors; likely nearby binary system
1532,1,PC,PC,2458771.785,0.00119,8.90592,0.00045,12.8046,0.625036,1.404,0,0,,,89,0.2,0,x and y shift during transit; TIC match 327579262
1533,1,PC,PC,2458765.708,0.00608,3.6462,0.00142,2.8086,0.246249,0.843,0,0,,,89,0.2,0,Single transit-like feature at 1782
1534,1,PC,FP,2458764.817,0.00675,1.41853,0.00029,3.93221,0.315846,1.25,0,0,,,89,0.2,0,Secondary eclipse; likely EB
1535,1,PC,FP,2458769.585,0.00238,6.53427,0.00058,20.4061,2.71884,2.37,0,0,,,89,0.2,0,Could be twice the period
1536,1,PC,PC,2458765.067,0.00596,2.0139,0.00032,7.37031,0.864438,2.65,0,0,,,89,0.2,0,Some depth-aperture correlation
1537,1,PC,PC,2458739.074,0.00469,6.49052,0.00139,3.19701,0.224038,1.106,0,0,,,89,0.2,0,
1538,1,PC,PC,2458768.847,0.00567,6.54692,0.00492,5.62882,0.417552,1.12,0,0,,,89,0.2,0,Low priority; other very long transit-like features in the raw light curve; period could be double
1539,1,PC,PC,2458740.572,0.01059,2.58929,0.00086,7.91085,0.628238,1.06,0,0,,,89,0.2,0,Crowded field; some centroid offset
