TOI,,TESS Disposition,TFOPWG Disposition,t0,t0_err,period,p_err,radius,r_err,st_mass,ecc,e_err,mass,m_err,inc,i_err,multi,Comments
4350,1,PC,PC,2458328.389,0.002450771,4.875907006,3.96E-05,1.501226863,1.2102476,1.08,0,0,,,89,0.2,0,check faint neighbor TIC 630848191
4351,1,PC,PC,2458362.73,0.009279394,20.14593933,0.000315013,2.755756641,0.34255102,0.91,0,0,,,89,0.2,0,
4352,1,PC,PC,2458333.456,0.004734559,11.89186326,0.000153095,1.692302988,0.6221302,0.95,0,0,,,89,0.2,0,low MES; may be variability
4353,1,PC,PC,2458427.02,0.004051732,718.1809317,0.000549764,1.365308881,0.7672082,0.420079,0,0,,,89,0.2,0,period may be shorter than max period 718.181 days
4354,1,PC,PC,2458417.574,0.002256053,10.63061654,5.54E-05,2.794347241,2.7907526,1.025,0,0,,,89,0.2,0,Odd events look real; evens don't. Scattered light. Some centroid offset.
4355,1,PC,PC,2458507.586,0.008445462,674.2337126,0.011640218,3.06784826,0.74815905,0.94,0,0,,,89,0.2,0,bad transit shape; low SNR; period could be half
4356,1,PC,PC,2458538.755,0.004925933,579.6491413,0.006881589,3.600961578,2.2147377,1.48,0,0,,,89,0.2,0,period could be half; low SNR; bad transit shape
4358,1,PC,PC,2458356.193,0.006651054,390.4585364,0.000779145,2.088579911,0.7736776,0.98,0,0,,,89,0.2,0,actual period is likely shorter than 390.4584 days
4359,1,PC,FP,2459330.394,0.0027911,2.4360845,0.000017,2.46916,0.169002,1.35,0,0,,,89,0.2,0,other dips in LC; possible SV or multi; slight depth aperture correlation
4360,1,PC,PC,2458328.294,0.001454559,3.074933804,1.55E-05,1.29488497,0.87936926,0.286048,0,0,,,89,0.2,0,weak signal; possible odd-even
4361,1,PC,PC,2458520.649,0.003475973,741.4255896,0.005012102,2.768348332,1.2324685,1.09,0,0,,,89,0.2,0,possible L1 planet; two transits; actual period is likely shorter than 741.426 d
4362,1,PC,PC,2458470.495,0.002883676,7.548061172,5.02E-05,2.827061566,0.2452805,1.42,0,0,,,89,0.2,0,possible odd-even; some bad difference image; possibly SV
4363,1,PC,PC,2458412.277,0.001944218,2.118659008,1.68E-05,1.832553388,2.4164007,0.62,0,0,,,89,0.2,0,weak signal
4364,1,PC,PC,2458439.34,0.001527138,5.42406915,2.09E-05,2.093707011,0.47302234,0.463239,0,0,,,89,0.2,0,weak signal
4365,1,PC,PC,2459383.537,0.0020025,3.3784254,0.0000196,4.57722,0.281012,1.24,0,0,,,89,0.2,0,crowded field
4366,1,PC,PC,2459359.426,0.0032106,2.6374675,0.0000303,4.45268,0.386278,0.93,0,0,,,89,0.2,0,possible centroid offset/depth aperture correlation
4367,1,PC,PC,2459358.522,0.0044199,2.5110467,0.0000256,1.587239537,2.4792538,0.93,0,0,,,89,0.2,0,possible L1 planet; possible centroid offset; weak signal
4368,1,PC,PC,2459359.274,0.0015953,4.4518639,0.0000131,19.7335,1.00486,2.75,0,0,,,89,0.2,0,likely EB; possible depth-aperture correlation
4369,1,PC,PC,2459385.396,0.0073955,13.5769267,0.0001982,3.46923,0.273184,1.43,0,0,,,89,0.2,0,check neighbors; possible centroid shift; low SNR; potential L1 candidate
4370,1,PC,PC,2459330.971,0.012573,2.5610662,0.0000722,2.3454,0.292756,1.173,0,0,,,89,0.2,0,weak signal; potential L1 planet
4371,1,PC,PC,2459359.873,0.0019193,1.0604139,0.0000039,4.5487,0.253922,1.21,0,0,,,89,0.2,0,weak centroid offset; v-shaped; slight depth aperture correlation
4372,1,PC,PC,2459388.847,0.0016643,3.2752127,0.0000137,2.81928,,,0,0,,,89,0.2,0,potential L1 planet; potential centroid offset
4373,1,PC,PC,2459352.269,0.0035434,5.9423119,0.0000335,5.82885,0.313616,1.86,0,0,,,89,0.2,0,small centroid offset; crowded field
4374,1,PC,PC,2459343.367,0.0062043,13.2689495,0.0001896,7.74981,0.591634,2.46,0,0,,,89,0.2,0,possible odd-even; weak signal
4376,1,PC,PC,2459359.389,0.0042932,1.6089592,0.0000207,4.49321,0.35392,1.55,0,0,,,89,0.2,0,low SNR; likely SV
4377,1,PC,PC,2459363.905,0.004066792,4.37716023,0.000489777,13.94264796,0.7987437,,0,0,,,89,0.2,0,CTOI from Samuel Grunblatt; evolved star
4378,1,PC,PC,2459362.616,0.001411042,1.069066479,4.12E-06,9.42354108,6.8581543,1.08,0,0,,,89,0.2,0,V-shaped; Gaia RV error = 1.1 km/s
4379,1,PC,PC,2459363.369,0.001733543,3.253229253,0.000423634,16.60461732,1.042507,1.27,0,0,,,89,0.2,0,CTOI from Sam Grunblatt; evolved star
4380,1,PC,PC,2459362.802,0.002710494,1.328980531,0.000236185,,,,0,0,,,89,0.2,0,no stellar radius; colors indicate F/G star
4381,1,PC,PC,2459362.926,0.000211181,1.497422346,2.13E-05,16.71156513,0.93622744,0.93,0,0,,,89,0.2,0,near synchronization with stellar variability; possible secondary
4382,1,PC,PC,2459363.824,0.003794086,10.68954167,0.002970099,3.784799964,2.0968177,1.22,0,0,,,89,0.2,0,1 transit at the end of an orbit
4383,1,PC,PC,2459363.499,0.001231838,3.042133369,0.000266759,16.88999879,15.51775,1.37,0,0,,,89,0.2,0,possible synchronization; v-shaped; possible odd-even
4384,1,PC,PC,2459383.028,0.004545,14.3172763,0.0001865,6.03394,0.289135,1.77,0,0,,,89,0.2,0,centroid offset is inconsistent
4385,1,PC,PC,2459369.101,0.003418576,9.216986818,0.003359618,14.0521119,1.0026307,1.48,0,0,,,89,0.2,0,evolved star
4386,1,PC,PC,2459363.256,0.001746271,2.013167253,0.000235519,5.885327226,1.2339861,1.98,0,0,,,89,0.2,0,possible odd-even; centroid between target and other stars
4387,1,PC,PC,2459364.143,0.00131882,3.562030538,0.000312009,16.45340856,0.8273218,1.55,0,0,,,89,0.2,0,Odd-even not real - due to transit at end of O1
4388,1,PC,PC,2459364.3,0.00268205,4.475121513,0.000892353,5.700680535,1.6489244,0.89,0,0,,,89,0.2,0,
4389,1,PC,APC,2459367.619,0.001950367,11.40419351,0.002760482,18.19011914,7.189976,1.172,0,0,,,89,0.2,0,V-shaped; short duration
4390,1,PC,PC,2459378.636,0.0012049,4.3954317,0.0000129,,,,0,0,,,89,0.2,0,transit slightly v-shaped; no stellar radius but likely dwarf or subdwarf from giant from temperature and parallax
4391,1,PC,PC,2459377.163,0.0031349,5.2910096,0.0000457,,,,0,0,,,89,0.2,0,known visual binary; variable star; no stellar radius/temperature; likely F star
4392,1,PC,PC,2459379.962,0.0045011,3.9693722,0.0000351,6.3435,0.529529,1.55,0,0,,,89,0.2,0,low SNR; weak BLS
4393,1,PC,PC,2459386.168,0.0051826,2.2676081,0.0010669,6.4197,0.588323,1.091,0,0,,,89,0.2,0,third transit at end of orbit could be distorting odd transit shape
4394,1,PC,PC,2459388.679,0.0024354,1.488954,0.0000069,15.4738,1.5511,2.49,0,0,,,89,0.2,0,a/Rs < 2; evolved star; orbital period close to variability period but not exact
4395,1,PC,PC,2459382.362,0.0025446,3.7589382,0.0000521,7.61924,0.428898,2.42,0,0,,,89,0.2,0,evolved star; weak BLS; potential variability
4396,1,PC,FP,2459376.681,0.0025169,7.4398907,0.0000435,4.85036,0.306659,1.05,0,0,,,89,0.2,0,possible depth aperture correlation; systematics may be effecting TCE at ~1633 TBJD
4397,1,PC,FP,2459385.729,0.0131984,2.6646183,0.0028351,4.25649,0.355755,3.04,0,0,,,89,0.2,0,crowded field; weak signal; inconsistent stellar parameters
4398,1,PC,PC,2459379.721,0.0008257,5.7525297,0.0000216,,,,0,0,,,89,0.2,0,Secondary eclipse depth may be consistent with a planet; slight depth aperture correlation; possible centroid shift; no stellar parameters
4399,1,PC,CP,2459037.871,0.001437129,7.712120841,0.001126115,3.004038043,1.1901833,1.1,0,0,,,89,0.2,0,highly variable star
4400,1,PC,PC,2459038.947,0.001837199,7.067308645,0.000992853,19.86121903,1.1420913,1.01,0,0,,,89,0.2,0,large; evolved star; Gaia RV error 3.3 km/s
4401,1,PC,PC,2459116.21,0.001844551,0.450264016,3.45E-05,1.703279861,2.363301,0.929,0,0,,,89,0.2,0,potential L1 planet; low SNR
4402,1,PC,PC,2458355.491,0.002383747,3.698993537,2.90E-05,1.663817307,2.1987064,1.04,0,0,,,89,0.2,0,weak signal; inconsistent centroid offsets
4403,1,PC,PC,2459036.767,0.005223525,4.461984936,0.000119956,3.394845157,0.31856337,1.06,0,0,,,89,0.2,0,potential L1 planet; 2 sectors show significant centroid offsets not centered on other stars
4404,1,PC,PC,2459248.475,0.001577514,39.62445926,0.001234141,16.76439905,18.898289,1.06,0,0,,,89,0.2,0,possible secondary at QLP at phase=0.25 ruled out by later SPOC data
4405,1,PC,PC,2459039.642,0.002569368,5.9213823,6.17E-05,2.407988721,1.7765304,0.68,0,0,,,89,0.2,1,small star multi
4405,2,PC,PC,2459036.822,0.002071999,1.092937994,1.91E-05,1.360728932,1.5337285,0.68,0,0,,,89,0.2,1,possible multi
4406,1,PC,PC,2459064.119,0.001619143,30.08177967,0.002274959,12.01550263,0.67605656,1.07,0,0,,,89,0.2,0,Warm Jupiter Candidate
4407,1,PC,PC,2459089.904,0.003094619,7.136296649,0.000491265,2.974455427,3.3181157,0.98,0,0,,,89,0.2,0,low SNR L1 candidate
4408,1,PC,PC,2459036.341,0.000985515,2.054247949,1.39E-05,2.939467543,2.7402215,0.69,0,0,,,89,0.2,0,
4409,1,PC,PC,2459076.347,0.001303282,92.49227601,0.00079279,7.754912471,0.5162126,0.81,0,0,,,89,0.2,0,
4412,1,PC,PC,2459382.69,0.0041369,2.0341258,0.000027,6.17442,0.400771,1.48,0,0,,,89,0.2,0,crowded field; weak transit shape
4413,1,PC,PC,2459385.103,0.0037207,4.4719451,0.0000269,1.05897,0.077968,0.93,0,0,,,89,0.2,0,weak SNR; small PC
4414,1,PC,FP,2459385.395,0.0044289,1.8697825,0.0006838,,,,0,0,,,89,0.2,0,centroid offset but not onto another star; weak transit shape; no stellar information
4415,1,PC,PC,2459385.695,0.0014792,1.8303538,0.000191,,,,0,0,,,89,0.2,0,no stellar information; visual binary; crowded field
4416,1,PC,PC,2459378.526,0.0009546,9.3305377,0.0000214,15.2895,0.739889,1.21,0,0,,,89,0.2,0,Large planet candidate
4417,1,PC,PC,2459382.714,0.002699,5.2574854,0.0000315,2.88855,0.229326,0.79,0,0,,,89,0.2,0,
4418,1,PC,PC,2459388.368,0.002936,7.6247981,0.0000554,2.09235,0.16074,0.92,0,0,,,89,0.2,0,Potential additional single transit at 2365.5 TBJD; low SNR
4419,1,PC,PC,2459365.247,0.0068199,16.155134,0.0002826,2.42196,0.193266,1.04,0,0,,,89,0.2,0,Slight depth-aperture correlation. Low-SNR candidate.
4420,1,PC,PC,2459386.781,0.0005036,4.7259465,0.0000049,19.3465,2.7441,1.19,0,0,,,89,0.2,0,Large planet candidate. V-shaped. Secondary seen is only 500 ppm so may still be planetary. Gaia RV error is only 500 m/s.
4421,1,PC,PC,2459370.461,0.0081913,21.7008057,0.0003078,3.29698,0.257224,1.08,0,0,,,89,0.2,0,some depth-aperture correlation; some odd-even
4422,1,PC,PC,2459383.28,0.0017139,4.9082538,0.0000195,15.8039,0.690069,1.93,0,0,,,89,0.2,0,Large planet candidate. Crowded field. Potential slight depth-aperture correlation.
4423,1,PC,FP,2459385.016,0.0032492,1.3875331,0.0000097,3.73939,0.261331,1.01,0,0,,,89,0.2,0,small centroid offset
4424,1,PC,PC,2459383.797,0.0047292,17.7424733,0.0002131,2.00179,0.158804,0.81,0,0,,,89,0.2,0,weak BLS
4425,1,PC,PC,2459385.734,0.0011464,5.412802,0.0000124,9.28727,0.438673,1.32,0,0,,,89,0.2,0,
4427,1,PC,PC,2459598.713,0.0002366,4.6182616,0.000002,13.5562,0.792296,0.919,0,0,,,89,0.2,0,
4429,1,PC,PC,2459660.116,0.0003821,3.45057,0.0000023,13.3411,0.723178,0.94,0,0,,,89,0.2,0,
4430,1,PC,PC,2459631.851,0.0021887,6.6363662,0.0000227,10.0209,0.591568,0.96,0,0,,,89,0.2,0,possible depth aperture correlation
4432,1,PC,PC,2459391.055,0.000419567,3.041273005,7.56E-05,24.30710002,8.24196,0.631,0,0,,,89,0.2,0,probably too large but large radius error; v-shaped; not synchronized with underlying short period variability
4433,1,PC,PC,2459391.147,0.001784626,0.902484854,5.41E-05,,,,0,0,,,89,0.2,0,KOI 6918.01; no stellar radius; SPOC assuming solar stellar parameters
4436,1,PC,PC,2459605.778,0.0003385,1.7590583,0.000001,21.6496,0.99582,1.21,0,0,,,89,0.2,0,evolved host star; secondary consistent with inflated planet
4437,1,PC,PC,2459667.655,0.002997141,5.8930087,0.0000092,16.0153,,1.18,0,0,,,89,0.2,0,warm Jupiter candidate; weak secondary
4438,1,PC,PC,2459396.413,0.001455705,7.444773317,0.000748041,2.334985385,0.40710512,0.363996,0,0,,,89,0.2,0,potential L1 planet
4439,1,PC,PC,2459420.207,0.001829824,3.379235772,0.000142531,13.05956203,0.417089,0.97,0,0,,,89,0.2,0,warm Jupiter candidate
4441,1,PC,PC,2459391.449,0.002193213,4.37446654,0.000590614,18.31690201,0.8532609,1.65,0,0,,,89,0.2,0,pulsating host star
4442,1,PC,PC,2459603.091,0.0028925,4.0434092,0.0000233,16.5109,,1.36,0,0,,,89,0.2,0,large Rp
4443,1,PC,PC,2459415.152,0.0028258,1.849856678,1.48E-05,1.719326482,0.13466027,1.05,0,0,,,89,0.2,1,potential L1 planet; inconsistent centroid between sectors; bright host; possible multi
4443,2,PC,PC,2459393.258,0.00289694,10.30887241,8.48E-05,2.212284105,0.36691362,1.05,0,0,,,89,0.2,1,possible multi; bright host
4444,1,PC,PC,2459423.78,0.004336454,5.24106591,0.000490104,12.42314528,0.94127536,1.13,0,0,,,89,0.2,0,KOI 3689.01
4447,1,PC,PC,2459608.484,0.001835017,4.159683729,0.000170197,10.02624428,0.30725962,0.66,0,0,,,89,0.2,0,warm Jupiter candidate
4449,1,PC,PC,2459413.79,0.0003444,2.7518942,0.0000882,12.9899,0.655784,1.058,0,0,,,89,0.2,0,v-shaped
4450,1,PC,PC,2459588.798,0.0026806,10.6924987,0.0000493,3.98685,0.232217,1.054,0,0,,,89,0.2,0,
4451,1,PC,PC,2459397.923,0.00248578,8.851737144,3.51E-05,3.682461522,0.40620974,1.16,0,0,,,89,0.2,0,pulsating star
4452,1,PC,PC,2459638.651,0.003045145,3.414923707,0.000173231,14.18219685,0.35318905,0.96,0,0,,,89,0.2,0,
4453,1,PC,PC,2459667.802,0.001851352,2.998565666,8.12E-05,17.77675645,0.28610092,1.16,0,0,,,89,0.2,0,possible small secondary consistent with large Rp; hot Jupiter
4458,1,PC,PC,2459656.514,0.0005734,3.939376,0.0000036,13.8751,0.665817,1.11,0,0,,,89,0.2,0,
4459,1,PC,PC,2459581.822,0.002622129,5.748644934,0.000456169,5.718068719,0.82434005,0.569246,0,0,,,89,0.2,0,faint target; small star
4460,1,PC,PC,2459376.432,0.0247194,28.6651992,0.0015659,2.38544,0.209585,0.78,0,0,,,89,0.2,0,contaminated by red giant; potential L1 candidate; centroid image failed
4461,1,PC,PC,2459414.073,0.0053507,3.7006397,0.0001109,4.46596,1.8425,0.836,0,0,,,89,0.2,0,Check neighbor TIC 149282076; potential L1
4462,1,PC,APC,2459416.007,0.0018572,4.9132953,0.0000372,10.0994,0.497447,1.08,0,0,,,89,0.2,0,SG1 should check TIC 76420649; centroid offset; bad detrending
4463,1,PC,PC,2459415.512,0.0003056,2.880718,0.0000043,12.346,0.750026,0.975,0,0,,,89,0.2,0,slight depth aperture correlation; v-shaped
4464,1,PC,PC,2459602.567,0.0085378,8.0379975,0.0001662,7.65886,,,0,0,,,89,0.2,0,low SNR
4465,1,PC,PC,2459395.125,0.0043832,0,0,11.62,0.611949,0.979,0,0,,,89,0.2,0,radius consistent with planet
4468,1,PC,PC,2459693.385,0.001136318,2.771018702,0.000239721,11.28813417,0.4926037,0.822,0,0,,,89,0.2,0,
4477,1,PC,APC,2459423.304,0.001716946,7.811681101,0.001330933,22.43472551,0.9149314,2.1,0,0,,,89,0.2,0,possibly too large for period/insolation
4478,1,PC,PC,2459422.547,0.001323489,2.758236115,0.00026276,7.94389095,0.6433815,1.035,0,0,,,89,0.2,0,
4479,1,PC,CP,2459420.758,0.002410888,1.158804812,0.000189704,2.449076658,2.1008608,0.422022,0,0,,,89,0.2,0,potential L1 planet; weak signal
4481,1,PC,PC,2459420.564,0.000519512,0.926277135,3.22E-05,1.409024995,0.47391108,0.419577,0,0,,,89,0.2,0,potential L1 planet
4484,1,PC,PC,2459420.963,0.002946769,2.689070269,0.000554224,15.22712251,1.5922306,0.79,0,0,,,89,0.2,0,KOI 883.01
4487,1,PC,PC,2459422.647,0.001080341,3.953711311,0.00029845,14.3903628,0.7845218,1.11,0,0,,,89,0.2,0,
4491,1,PC,PC,2459439.246,0.0026833,5.0066638,0.0000239,2.1208,0.254724,0.63,0,0,,,89,0.2,0,small PC; weak centroid offset
4492,1,PC,PC,2459438.156,0.0012669,4.4332062,0.0000093,12.4995,0.677485,1.007,0,0,,,89,0.2,0,part of visual binary; underlying variability
4493,1,PC,PC,2459444.618,0.0035134,1.5076523,0.0000168,4.53612,,,0,0,,,89,0.2,0,low SNR; bright star
4494,1,PC,PC,2459407.233,0.0007061,32.5347367,0.0009018,,,,0,0,,,89,0.2,0,no stellar radius; double star on SIMBAD
4495,1,PC,PC,2459444.567,0.0022318,5.183084283,1.51E-05,4.632547254,0.24926108,1.171,0,0,,,89,0.2,1,potential multi near 2:1 resonance
4495,2,PC,PC,2459446.285,0.0036585,2.5693728,0.0000254,2.18392,0.157374,1.171,0,0,,,89,0.2,1,potential L1 planet; near 2:1 resonance
4496,1,PC,PC,2459445.919,0.0009558,1.1861003,0.0000025,,,,0,0,,,89,0.2,0,Double star. No stellar parameters but stellar radius seems super-solar (1.5-2.5 Rs). Radius may still be planetary (radius ratio ~4%).
4497,1,PC,PC,2459440.842,0.0010596,3.600219,0.0000121,18.7369,2.90802,1.6,0,0,,,89,0.2,0,secondary and large; lightcurve contaminated by nearby EB
4498,1,PC,FP,2459441.27,0.005168,5.3073459,0.0001065,2.05347,0.145249,1.05,0,0,,,89,0.2,0,ambiguous centroid plot; potential L1 candidate
4499,1,PC,PC,2459445.431,0.0035958,3.4902176,0.0000331,1.97385,0.140512,1.151,0,0,,,89,0.2,0,potential L1 candidate
4500,1,PC,PC,2459444.471,0.0037224,1.7776457,0.000018,7.62247,0.517446,1.46,0,0,,,89,0.2,0,low SNR; check nearby matched star TIC 406190550
4501,1,PC,PC,2459446.505,0.0031549,2.0355691,0.0000561,3.93574,0.252454,2.037,0,0,,,89,0.2,0,out of transit baseline is not flat
4502,1,PC,FP,2459444.11,0.0059153,1.7104291,0.0007619,4.22474,,3.135,0,0,,,89,0.2,0,star is hot and variable
4503,1,PC,PC,2458523.919,0.004158453,236.8994006,0.001893035,2.092840532,0.66080403,0.91,0,0,,,89,0.2,0,two transits; actual period likely shorter than 710.697 days; first event is after momentum dump
4504,1,PC,PC,2459065.237,0.00245225,82.93830731,0.003265632,11.4973523,0.70768696,0.9,0,0,,,89,0.2,1,8 hour TTV; potential multi
4504,2,PC,PC,2459038.462,0.002071491,2.426079766,3.83E-05,2.776330844,3.6515253,0.9,0,0,,,89,0.2,1,potential multi; L1 candidate
4505,1,PC,PC,2459068.255,0.001010857,19.47354771,0.000135672,17.42867255,0.74897045,1.48,0,0,,,89,0.2,0,multiple transits in Y1; period is ambiguous; Gaia DR2 RV error 3.76 km/s; strong stellar pulsations; large PC for period
4506,1,PC,PC,2458357.518,0.000670703,5.410714562,9.60E-06,2.890286585,0.62937737,0.154449,0,0,,,89,0.2,0,v-shaped; low SNR
4507,1,PC,PC,2458413.851,0.001983899,104.6159406,0.000677689,16.19853348,0.7952008,1.15,0,0,,,89,0.2,0,large PC
4508,1,PC,PC,2458438.012,0.00049502,3.467277894,9.11E-06,2.113546582,1.3841863,0.314054,0,0,,,89,0.2,0,potential L1 planet; low MES
4509,1,PC,PC,2459231.764,0.004674776,0,0,10.48832071,1.2455252,1.51,0,0,,,89,0.2,0,single transit
4510,1,PC,PC,2459039.764,0.007843848,194.2420748,0.011037557,4.49058813,1.1487128,1.9,0,0,,,89,0.2,0,weak signal; just 2 transits
4511,1,PC,PC,2459449.124,0.004609233,20.90388603,0.003386655,3.089883701,0.4582198,1.017,0,0,,,89,0.2,1,potential multi
4511,2,PC,PC,2459457.337,0.007432245,10.9771076,0.003389025,2.55194333,3.8441231,1.017,0,0,,,89,0.2,1,potential multi
4513,1,PC,PC,2459488.219,0.0036711,9.7607632,0.0021508,2.22799,0.187881,0.979,0,0,,,89,0.2,0,potential L1 planet; period could be half (~9.26 days)
4515,1,PC,PC,2459451.624,0.000531495,15.26610239,0.000312914,12.43347206,0.6890431,0.944,0,0,,,89,0.2,0,period could be half (7.63 d)
4519,1,PC,PC,2459448.625,0.002652454,5.890355753,0.000513148,,,,0,0,,,89,0.2,0,no stellar parameters but Gaia DR2 Teff + astrometry suggest star is M dwarf
4522,1,PC,FP,2459447.841,0.000424202,0.364322479,1.56E-05,6.952739141,3.9343698,0.331123,0,0,,,89,0.2,0,very short Tdur; could be on fainter M dwarf nearby; EPIC 220448185.01
4524,1,PC,PC,2459524.001,0.0026764,0.9260139,0.0000548,1.69417,0.120979,1,0,0,,,89,0.2,0,potential L1 planet; low SNR/MES; centroid offset but not towards particularly bright star
4527,1,PC,PC,2459474.2,0.001356484,0.399444495,1.34E-05,0.908661736,0.95341295,0.483997,0,0,,,89,0.2,0,potential L1 planet; low MES; ultra short period
4529,1,PC,PC,2459495.544,0.0034016,5.8789642,0.000669,1.80477,0.0893594,0.490854,0,0,,,89,0.2,0,potential L1 planet; strong centroid offset in QLP; SG1 should confirm on target
4537,1,PC,PC,2459464.162,0.0025388,6.6612775,0.0016581,3.86933,0.272556,1.1,0,0,,,89,0.2,0,potential L1 planet
4540,1,PC,PC,2459469.454,0.0046423,2.5048162,0.0000057,3.90582,0.224663,0.92,0,0,,,89,0.2,0,K2 target; EPIC 220228500; detected with combined QLP + K2 data; marginal TESS detection
4541,1,PC,APC,2459471.101,0.0033212,1.1339201,0.0002551,,,,0,0,,,89,0.2,0,DR3 parallax ~ 0.3; possibly small planet; SB with ~6600 day period; no radii
4542,1,PC,PC,2459459.123,0.0008765,5.9167848,0.0000048,16.4899,1.27293,0.771,0,0,,,89,0.2,0,variable star; possible odd-even; possibly V-shaped; detected with combined QLP + K2 data
4543,1,PC,PC,2459519.314,0.0004836,5.7740318,0.000063,24.6129,2.63376,,0,0,,,89,0.2,0,possibly too large for insolation; evolved and possibly pulsating host
4546,1,PC,PC,2459522.892,0.0012729,0.745638,0.0000224,11.543,4.19119,1.53,0,0,,,89,0.2,0,two stars in pixel
4548,1,PC,PC,2459521.376,0.0010886,4.6004176,0.0000203,5.53089,,,0,0,,,89,0.2,0,see observing notes re: stellar multiplicity not responsible for transits
4549,1,PC,PC,2459469.242,0.0065497,3.312912,0.0000127,4.36584,0.244798,0.97,0,0,,,89,0.2,0,detected with combined QLP + K2 data
4550,1,PC,PC,2459357.168,0.003922,1.8868668,0.0000172,4.74953,0.305157,2.26,0,0,,,89,0.2,0,possible centroid offset
4551,1,PC,PC,2459312.392,0.0096602,9.956296,0.000254,8.32411,,,0,0,,,89,0.2,0,variable star; CTOI from Sam Grunblatt
4552,1,PC,PC,2459361.882,0.001169944,0.301150581,2.90E-05,1.280112383,0.24046646,0.260928,0,0,,,89,0.2,0,possible L1 planet
4553,1,PC,PC,2459422.817,0.001533913,20.31296485,0.00104627,10.80267373,0.5280178,1.327,0,0,,,89,0.2,0,period is 20.3 d
4554,1,PC,PC,2458605.029,0.007514495,39.10764782,0.000552941,1.46693773,1.0123287,0.96,0,0,,,89,0.2,0,only one real transit in each Y1 and Y3; period could be double or up to 2 years
4555,1,PC,PC,2458523.845,0.007049603,522.6272677,0.009696043,2.244542582,0.62502056,1.19,0,0,,,89,0.2,0,weak signal; period may be shorter but unsure due to gap
4556,1,PC,PC,2458570.935,0.002080495,3.792422081,2.12E-05,1.560262395,0.21874163,0.187676,0,0,,,89,0.2,0,small planet around M dwarf; low SNR with some odd-even depth difference
4557,1,PC,PC,2458605.102,0.005006327,32.29244171,0.000277893,5.36934966,0.22307065,,0,0,,,89,0.2,0,
4558,1,PC,PC,2458325.461,0.00413853,6.581247594,5.90E-05,1.785939791,0.6858471,,0,0,,,89,0.2,0,weak signal; evolved host star
4559,1,PC,APC,2458597.858,0.001397005,3.964984918,1.61E-05,1.537281412,1.0142795,0.421338,0,0,,,89,0.2,0,potential L1 planet
4560,1,PC,PC,2458441.146,0.001727285,3.763461882,1.96E-05,2.377369465,0.9000249,1.33,0,0,,,89,0.2,0,weak signal; odd transits more ramp-like than even
4561,1,PC,PC,2458330.064,0.002352994,8.935563751,4.52E-05,1.784216597,2.050301,1,0,0,,,89,0.2,0,weak signal
4562,1,PC,PC,2459132.215,0.001140133,225.1301333,0.001494895,13.35992307,0.682737,1.09,0,0,,,89,0.2,0,very long period but short duration
4563,1,PC,PC,2458629.331,0.002165784,743.4843888,0.000253037,5.451078758,0.4374106,0.92,0,0,,,89,0.2,0,two transits; period likely shorter than 743 d
4564,1,PC,PC,2459323.08,0.00345117,22.15579171,0.005115295,12.80645458,0.6943106,1.16,0,0,,,89,0.2,0,slight centroid offset to W
4565,1,PC,PC,2458676.61,0.002196835,692.5150646,0.000792683,2.278201543,0.8695328,0.528076,0,0,,,89,0.2,0,two transits 2 years apart; period likely shorter than 692 days; potential L1 candidate
4566,1,PC,PC,2459036.381,0.002093188,2.084455742,2.89E-05,1.657477782,2.3630996,0.7,0,0,,,89,0.2,0,weak signal
4567,1,PC,PC,2458543.863,0.001207942,0.840934296,1.08E-05,1.413282427,2.684161,0.594967,0,0,,,89,0.2,1,weak signal; possibly SV; potential multi
4567,2,PC,PC,2458548.585,0.008521351,23.54222212,0.000329879,2.562290878,0.34091938,0.594967,0,0,,,89,0.2,1,weak signal; possible multi; potential L1 planet
4568,1,PC,PC,2458636.79,0.001649179,14.00642081,5.39E-05,2.31030031,2.4881856,1.07,0,0,,,89,0.2,0,weak signal; possible ramps before and after transit; star is part of a visual binary
4569,1,PC,PC,2459036.843,0.004928874,1.225315871,3.39E-05,2.382001166,0.4548741,0.273932,0,0,,,89,0.2,0,weak signal; somewhat V-shaped; possibly off-target or SV
4572,1,PC,PC,2458836.178,0.004892219,26.95113511,0.00022746,1.805266618,0.26691616,0.467145,0,0,,,89,0.2,0,weak signal; potential L1 planet
4573,1,PC,PC,2458693.44,0.003709195,10.71552037,0.000117565,1.335247859,1.8100103,0.66,0,0,,,89,0.2,0,
4574,1,PC,PC,2458683.879,0.001176775,0.768997189,1.16E-05,1.593790005,2.065293,0.538988,0,0,,,89,0.2,0,possible centroid offset and secondary
4575,1,PC,PC,2459589.709,0.0093231,27.9818653,0.001132,2.65679,0.209649,1.073,0,0,,,89,0.2,0,low SNR
4576,1,PC,PC,2459010.846,0.001627323,10.48285778,6.66E-05,2.817665669,1.3486549,0.67,0,0,,,89,0.2,0,potential L1 planet
4578,1,PC,PC,2459634.199,0.0046933,8.6239216,0.000083,2.50845,0.446626,1.077,0,0,,,89,0.2,0,potential L1 planet; low SNR
4580,1,PC,PC,2458684.082,0.001458023,0.916788078,1.40E-05,0.674859657,1.2695081,0.98,0,0,,,89,0.2,0,very shallow; possible odd-even; centroids scattered around target
4582,1,PC,PC,2459394.939,0.004935823,31.02013932,0.00703766,10.31351923,1.22014,,0,0,,,89,0.2,0,possible odd-even but likely a result of momentum dump
